OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	1-200-3	1-200-8	1-300-0.22	1-60-3	10-20-0.22	10-20-3
3754b474d7e5d262794cf0d3e078f006	Bacteria	WPS-2	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	0	0	0	44	0	0
37569180595c13dc2818dadf11078581	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured Rhodobacteraceae bacterium	0	0	0	148	0	0
389adab348868b45815efabf492f7819	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Tepidiphilus	Tepidiphilus bacterium	3	11	0	0	0	0
389d7b68cc34a122d8ee90438f9b279e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	Magnetospira bacterium	0	0	4	0	0	0
392ee7492e923e4f13c5a405ea403f9d	Bacteria	Margulisbacteria	Margulisbacteria bacterium	Margulisbacteria bacterium	Margulisbacteria bacterium	Margulisbacteria bacterium	Margulisbacteria bacterium	7	0	0	0	0	0
392f23bedb0596d56f855f8637b5f871	Bacteria	Acidobacteria	Subgroup 6	Subgroup 6 bacterium	Subgroup 6 bacterium	Subgroup 6 bacterium	Subgroup 6 bacterium	42	19	14	0	0	0
393771342e9f75ab65e2d1ace3de5d2b	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	Ambiguous_taxa	Ambiguous_taxa	6	0	0	0	0	0
39b5438dd50050fe6484da6719bb7468	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9 marine group	uncultured marine bacterium	uncultured marine bacterium	8	0	0	0	0	0
39bf64c33eb7e375663d0672c1f6e68c	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia bacterium	17	12	0	0	0	0
39f9479aaf160ee2fd7c82e24a28f54a	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria bacterium	Deltaproteobacteria bacterium	Deltaproteobacteria bacterium	Deltaproteobacteria bacterium	0	0	0	7	0	0
3a15db1c9e3ab24a60e364854be4c8c8	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured SAR324 cluster bacterium	uncultured SAR324 cluster bacterium	uncultured SAR324 cluster bacterium	0	0	22	0	0	0
3a692c573f1c89e26f98a8c357a10a96	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	uncultured bacterium	0	0	0	7	0	0
3a8a7409bdc33da14a01ec3e3313b9a7	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus bacterium	0	8	0	0	0	0
3b8a6a1e831ff317190dab9392eae0db	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NS5 marine group bacterium	0	0	0	88	0	0
3b9757662bd48cd960323389dff580c3	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured delta proteobacterium	0	17	0	0	0	0
3b9848bcf6e8ea84a7d5ba080be7fefe	Bacteria	Marinimicrobia (SAR406 clade)	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium	0	0	0	118	58	0
3ce75cd3fc45da312be462504f90da53	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	uncultured bacterium	uncultured bacterium	uncultured bacterium	0	0	0	96	0	0
3d0d96ced1f2cb596c86e245d598baa2	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium	0	0	0	63	96	0
3e526e7f9d0ce0f82aa692324290bf59	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	Nitrospina bacterium	0	0	6	0	0	0
3e55906ed8ff656a2279c79afb9fcfdf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured	uncultured bacterium	0	0	4	0	0	0
3e72b8de860ab796bf7f5dde632be5c9	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus	uncultured gamma proteobacterium	0	0	0	58	0	0
3ef0fe65c6a4f0a310952791a050d49c	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9 marine group	uncultured marine bacterium	uncultured marine bacterium	0	22	0	0	0	0
3f0e01a49b7642132bffbe57fdf225a2	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	metagenome	0	4	0	0	0	0
3f306c3e1c4fcafdebbf916a780bb91e	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade) bacterium	Marinimicrobia (SAR406 clade) bacterium	Marinimicrobia (SAR406 clade) bacterium	Marinimicrobia (SAR406 clade) bacterium	Marinimicrobia (SAR406 clade) bacterium	0	0	19	0	0	0
3f5a7dcd1a7e2165d00e5c0a1f1755fc	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	0	0	0	85	0	0
3f75af9bba716b458ed2573d8ed7f5cc	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	Ambiguous_taxa	54	0	0	511	0	0
3fc44c4edb89e5a33b7a2bef6fd75d99	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	uncultured bacterium	uncultured bacterium	0	0	0	29	0	0
3fcd1379c87bc6cb5bd3cdbbe10a298d	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade) bacterium	Marinimicrobia (SAR406 clade) bacterium	Marinimicrobia (SAR406 clade) bacterium	Marinimicrobia (SAR406 clade) bacterium	Marinimicrobia (SAR406 clade) bacterium	0	0	0	0	43	0
40468b5c5be21815dad91b11261d8687	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	uncultured	uncultured marine bacterium	0	0	0	32	0	0
404af273fc4d507301140bc42daab021	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Coxiella bacterium	0	0	0	5	0	0
40ca48a0e5f43d8774d69b2c8fca3830	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	uncultured SAR86 cluster bacterium	uncultured SAR86 cluster bacterium	uncultured SAR86 cluster bacterium	0	0	0	0	53	0
41378c0d1422c99fe376b37f5e1eb290	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ambiguous_taxa	Ambiguous_taxa	8	0	0	0	0	0
413acb769d9d1a100dc3fde5a388f29d	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	uncultured bacterium	uncultured bacterium	0	0	0	21	8	0
41927d1167e983a3e7ca525d463036ad	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	uncultured marine bacterium	0	0	0	9	0	0
4276d27d8b7cc30907f9727c0ec0c390	Bacteria	Marinimicrobia (SAR406 clade)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	5	0	0	0	0	0
42c934de102d6e0a94dc3ff3260de439	Bacteria	PAUC34f	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0	0	3	0	0	0
42ccf8875f48f31cd795070e55c1aec6	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium	0	0	0	10	0	0
43663402b09845f5cb5af0d2207ddbb2	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04 marine group	Ambiguous_taxa	0	0	0	0	9	0
43b357636f24d8d3ab42e0b4f83a6ea6	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade bacterium	SAR116 clade bacterium	0	0	0	100	97	0
43b8372716a9e3a2b9b96f58ff4a7411	Bacteria	Margulisbacteria	Margulisbacteria bacterium	Margulisbacteria bacterium	Margulisbacteria bacterium	Margulisbacteria bacterium	Margulisbacteria bacterium	0	0	0	3	0	0
43c811eee73713e92df41d5df808efb2	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured Owenweeksia sp.	0	0	0	32	0	0
44e9efaebe760c0be710f881f6e66661	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade I bacterium	Clade I bacterium	0	0	0	0	79	0
45d7631d18ed63c2c80003f28ee7cc10	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella bacterium	0	0	0	43	0	0
4613b7d14e8907561b3c2377185808ff	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	marine metagenome	0	0	31	0	0	0
4619fcd8310e7a45edb201c8e18e8b7c	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella bacterium	0	0	0	0	5	0
465953a6030e0bfb6de6372f9c9ff09a	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	SAR86 clade bacterium	SAR86 clade bacterium	SAR86 clade bacterium	0	0	0	41	0	0
46a18c97329e9afefa70b7dd6e8d3930	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	marine metagenome	marine metagenome	marine metagenome	0	0	0	0	4	0
46a58dbeec46438c1dcfb01ffc1f8b7d	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	uncultured bacterium	33	37	15	18	0	0
46d193cece056874477487980ba56ccf	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobiaceae bacterium	Cyanobiaceae bacterium	7	0	0	0	0	0
475b065e4396bc0baa48bdf16330ddee	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	Ambiguous_taxa	Ambiguous_taxa	0	0	0	177	0	0
480c8f63f11aae3fb4c203e2eb01cb80	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria bacterium	Deltaproteobacteria bacterium	Deltaproteobacteria bacterium	Deltaproteobacteria bacterium	4	0	0	0	0	0
48410c2f7a489101b4855f12559fc277	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04 marine group	Ambiguous_taxa	0	0	6	0	0	0
48c45e81402b779e627315a9d74a5d6f	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	Clade II bacterium	Clade II bacterium	0	0	0	50	0	0
48ffcb295861dbb73c356cd26f041a07	Bacteria	Planctomycetes	Pla3 lineage	Pla3 lineage bacterium	Pla3 lineage bacterium	Pla3 lineage bacterium	Pla3 lineage bacterium	0	16	0	0	0	0
491cea0c05b7a7bd293731a1d3dab91c	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	0	10	0	0	0	0
49217c2b99d162ba9f6661c6a35c91ff	Bacteria	Planctomycetes	Pla3 lineage	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	4	20	10	0	0	0
49337d5cfe8b2fe497bb9236615991b1	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina	Candidatus Actinomarina bacterium	0	0	0	0	45	0
49338f7ee52e573d33f824e7e2a2d725	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	0	0	18	0	0	0
495d5d9d5c0f503181f93330b631db1d	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	0	0	10	0	0	0
49c8c4820da6a7fc15e716f27ddf9290	Bacteria	Acidobacteria	Subgroup 6	Subgroup 6 bacterium	Subgroup 6 bacterium	Subgroup 6 bacterium	Subgroup 6 bacterium	0	0	9	0	0	0
49d2d2576b887085591f3c4f9ac98279	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured organism	uncultured organism	uncultured organism	6	0	0	0	0	0
4a06b1cfaa2fd0c388172d9c57329053	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ib	Ambiguous_taxa	0	0	56	0	0	0
4af5434d8c3c86c1e85d2455dd13d6e1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas bacterium	79	63	32	0	0	0
4af6d1e2dd91ba6eed84c2cfe19ce939	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	Ambiguous_taxa	0	0	0	32	0	0
4b2815c17a181bc9e9f6444b4e6fbbd5	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0	19	0	0	0	0
4b439911efc92e1109281984edacd4a4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	Altererythrobacter bacterium	0	18	0	0	0	0
4b6e307a35228e15a1677630d67fd835	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	9	0	17	0	0	0
4bf0922f1b71f1fbfe243272e71eab0e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Hoeflea	Ambiguous_taxa	21	0	0	0	0	0
4c3685c132f5b6790e4eabef3274a2f7	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus bacterium	0	0	20	0	0	0
4cab0df7abb88b31989680d38a6e8df1	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	Synechococcus CC9902 bacterium	0	0	0	142	22	0
4cd6c49fc9d86b86063d3fd2d1fc3142	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	8	0	0	0	0	0
4d7f6cda980b48c46331ef83db2602a1	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	uncultured gamma proteobacterium	uncultured gamma proteobacterium	uncultured gamma proteobacterium	0	0	8	0	0	0
4dd0210532d049d500b1bb77d6a7297b	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	0	0	6	0	0	0
4e329b7b6b3e7aefe01870270858c483	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0	0	4	0	0	0
4e446a437f4b70fae13651fd0593ca2e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	uncultured marine bacterium	uncultured marine bacterium	0	0	6	0	0	0
4ed2f9733c0972cff1540d443ed02187	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade I bacterium	Clade I bacterium	0	0	0	0	34	0
4ed5410552dd1abf46f8c30bf6afb8fe	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium	0	0	0	5	0	0
4f2f30b530ae3f2b2f7e7b78d7b86a88	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	Ambiguous_taxa	Ambiguous_taxa	0	0	0	30	72	0
4f8257e5a38397d186bc493c97412d42	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade I bacterium	Clade I bacterium	0	0	0	50	531	0
4fc0dd3c9ef2d2a35f25562f8ba88302	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	uncultured bacterium	uncultured bacterium	uncultured bacterium	0	0	0	27	0	0
4fd8d7e3b7063c989d0ca49d2c9144bc	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	SAR11 clade bacterium	SAR11 clade bacterium	SAR11 clade bacterium	0	0	0	50	0	0
507bde5f0881c173c1e15830f78a2087	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9 marine group	uncultured marine bacterium	uncultured marine bacterium	0	21	0	0	0	0
50ad42c4c1f1d98301e4287ae5d68b2b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria bacterium	Mitochondria bacterium	0	3	0	0	0	0
50f30edf5c218accf5570f34b213ef8c	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	marine metagenome	10	0	0	0	0	0
51617017322e10ee8b86116e2483fb49	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina	Candidatus Actinomarina bacterium	0	0	20	39	0	0
51b640423c950a083bb4a6cd9c6b7ed3	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Ambiguous_taxa	Ambiguous_taxa	6	0	0	0	0	0
51c2a7b6bf2d9cc9f88fe749dcff7543	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium	0	0	0	29	0	0
5269b0417432cdd7c5a48cc2d51ab341	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	unidentified marine bacterioplankton	unidentified marine bacterioplankton	unidentified marine bacterioplankton	0	0	0	61	0	0
527c00e00c2e0a3bd17dd426b323b95f	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola bacterium	0	0	0	12	0	0
528ddef454f746e7f591c903bbce65ef	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	Ambiguous_taxa	0	0	0	0	13	0
52941d0608e7deac737a1153fc1a5698	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae bacterium	Rhodobacteraceae bacterium	0	0	0	110	0	0
52b2a447e22b1ef85b9ec9f5de4d52e7	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	uncultured bacterium	uncultured bacterium	0	0	0	37	0	0
52d97df581b6fda1aa8bba96d437ff36	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	Ambiguous_taxa	0	0	0	60	0	0
535cc0a9b85c0b1b9ad2b5a61ad29496	Bacteria	Planctomycetes	Pla4 lineage	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	13	0	0	0	0	0
53b5e72c1f75d323de76ae2bfdb00f14	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	Prochlorococcus MIT9313 bacterium	0	0	0	122	101	0
54195a169173145bfaf95b69edd15230	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	uncultured alpha proteobacterium	uncultured alpha proteobacterium	0	0	0	0	27	0
54bbf2f2e3e59adce996cec3482d68e8	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	SAR202 clade bacterium	SAR202 clade bacterium	SAR202 clade bacterium	3	0	31	0	0	0
560e11571d4018b0a94675b7426ab036	Bacteria	Marinimicrobia (SAR406 clade)	marine metagenome	marine metagenome	marine metagenome	marine metagenome	marine metagenome	0	0	0	33	0	0
565df5925b4782564d7bcbd34ea37a61	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Ambiguous_taxa	12	0	0	0	0	0
57afb93819f58a6676435c9232fc79b3	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	SAR11 clade bacterium	SAR11 clade bacterium	SAR11 clade bacterium	47	0	0	0	0	0
57ebbecd5634f818c024cecdb7754345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured Rhodobacteraceae bacterium	0	0	0	76	0	0
57f7ad5714868981fcd1d33b35e3bb15	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	Ambiguous_taxa	0	15	0	0	0	0
58624df32c1c7e4e889a1c4f316241a9	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured marine microorganism	0	0	0	19	0	0
587f86b5ce5a152e4a32892441b34be8	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	R76-B128 bacterium	0	0	0	9	0	0
588253f8c914de60cbb9577946854a39	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	Clade Ia bacterium	0	0	0	22	0	0
5891c15315042c01b034fe98a5ed3f16	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NS5 marine group bacterium	0	0	0	38	91	0
58b7c8d0be79ea0ad39920f425719ca6	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured	hydrothermal vent metagenome	0	0	14	0	0	0
59c46f3998718cbfba2f809f1322ec93	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacterium	24	9	0	2	0	0
5a038bf076f4eccf24e57b1b8579f566	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Ambiguous_taxa	166	178	89	20	0	0
5a78493b237ff663a5033edac55506a3	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ib	Ambiguous_taxa	0	0	0	8	0	0
5a9d00cee98596c1c9abaed5b0df2600	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	Afipia bacterium	0	0	15	0	0	0
5aa32b1ca8ae0cdfae1e8dede3a2bd27	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5) clade	Ambiguous_taxa	0	0	0	24	0	0
5ace574ee3a673f1558e2487b3773dda	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius	uncultured bacterium	0	5	0	0	0	0
5ae1bd321e5773ab4b8dc9b3759411cd	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured Owenweeksia sp.	0	0	0	112	0	0
5b142a31618e88a899a52b9521d70a59	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Arctic95B-14	Ambiguous_taxa	Ambiguous_taxa	5	0	0	0	0	0
5b368ac79a55817d531c36e645757709	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured planctomycete	0	7	4	20	0	0
5b4613f1e15307ee30e96e020adfbaf5	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	Ambiguous_taxa	Ambiguous_taxa	0	0	0	0	188	0
5cb1250cec910e6819b838249878d53a	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade I bacterium	Clade I bacterium	0	0	253	96	327	0
5cbedd642a51c1fba49346baae148ece	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae bacterium	Rhodobacteraceae bacterium	0	0	0	34	0	0
5cf311d6cacfe9f554a0d5c199140d71	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NS5 marine group bacterium	0	0	0	0	32	0
5d1eca5eed8bc208c96c46d29f236b48	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobiaceae bacterium	Cyanobiaceae bacterium	0	0	0	0	37	0
5d60bed0cd320f0908f52b82ace6070f	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium	0	0	0	9	0	0
5eef5f0d8d246b0f63ddefac41518967	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Amorphus	Ambiguous_taxa	13	13	0	0	0	0
5f4233d4457e2e4c794a03d721035ec2	Bacteria	Chloroflexi	TK10	marine metagenome	marine metagenome	marine metagenome	marine metagenome	0	0	16	0	0	0
602f5abc8bc44e305b4ef53e6b690959	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	Ambiguous_taxa	0	21	0	0	0	0
60e6400129d74b4634d1d984c57b3fa0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae bacterium	Sphingomonadaceae bacterium	108	50	39	29	0	0
60ef79c7598b4bb8bfac608371581367	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria bacterium	Gammaproteobacteria bacterium	Gammaproteobacteria bacterium	Gammaproteobacteria bacterium	0	0	29	0	0	0
625acc495ca69b192d6d3a22940ab977	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	Ambiguous_taxa	0	0	0	108	0	0
62a805cf84e274c58c07915cd187628a	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	uncultured marine microorganism	8	26	0	0	0	0
636b5cc36e5e18530dff18b97a977ee1	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	0	0	7	0	0	0
63fd61a0d5b7ff078b724750a866583b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	uncultured bacterium	0	0	0	4	0	0
649aa5559b76ef7cc9ff78f305d1a3f5	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	uncultured marine bacterium	uncultured marine bacterium	0	0	0	19	17	0
64f8c5b36eec14618cb0e877eae48d13	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	uncultured actinobacterium HF0500_01C15	uncultured actinobacterium HF0500_01C15	uncultured actinobacterium HF0500_01C15	uncultured actinobacterium HF0500_01C15	0	0	7	0	0	0
651f0891079cf101b8732cf86eb4b999	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	uncultured SAR202 cluster bacterium	uncultured SAR202 cluster bacterium	uncultured SAR202 cluster bacterium	0	6	0	0	0	0
656cda9a1eab57386bb0253d7a0ad75f	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	uncultured bacterium	0	4	0	0	0	0
65dcb2b9e54eb9814b12cc34c84408bf	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02 marine group	Ambiguous_taxa	0	0	0	13	0	0
664e6109005c69b5e74ab10f65c60dde	Bacteria	Chloroflexi	JG30-KF-CM66	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	2	0	0	0	0	0
66ec1f10037ef33f491b997cb34f123f	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Oceanococcus	uncultured bacterium	9	0	0	0	0	0
